price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price
84 615 kr/m²,3 000 000 kr,+300 000 kr (+10 %),Lägenhet,Bostadsrätt,"1,5 rum",39 m²,N/A,N/A,N/A,1929,3 512 kr/år,N/A,"3 av 6, hiss finns","Lägenhet - Sofia, Stockholms kommun - Såld 20 oktober 2023",Stockholm,3 300 000 kr
61 442 kr/m²,2 995 000 kr,+200 000 kr (+7 %),Lägenhet,Bostadsrätt,2 rum,52 m²,N/A,Ja,N/A,2008,N/A,N/A,"2, hiss finns","Lägenhet - Liljeholmen, Stockholms kommun - Såld 20 oktober 2023",Stockholm,3 195 000 kr
117 949 kr/m²,4 450 000 kr,+150 000 kr (+3 %),Lägenhet,Bostadsrätt,"1,5 rum",39 m²,N/A,Ja,N/A,1899,4 200 kr/år,N/A,"3 av 3, hiss finns ej","Lägenhet - Vasastan, Stockholms kommun - Såld 20 oktober 2023",Stockholm,4 600 000 kr
30 000 kr/m²,2 595 000 kr,+105 000 kr (+4 %),Lägenhet,Bostadsrätt,4 rum,90 m²,N/A,Ja,N/A,1970,3 000 kr/år,N/A,"2 av 2, hiss finns","Lägenhet - Västra Orminge, Nacka kommun - Såld 20 oktober 2023",Stockholm,2 700 000 kr
77 857 kr/m²,4 995 000 kr,+455 000 kr (+9 %),Lägenhet,Bostadsrätt,"2,5 rum",70 m²,N/A,Ja,N/A,1951,N/A,N/A,"8, hiss finns","Lägenhet - Gröndal, Stockholms kommun - Såld 20 oktober 2023",Stockholm,5 450 000 kr
106 250 kr/m²,2 495 000 kr,+480 000 kr (+19 %),Lägenhet,Bostadsrätt,1 rum,28 m²,N/A,Nej,N/A,1935,6 240 kr/år,N/A,"4, hiss finns","Lägenhet - Kungsholmen, Stockholms kommun - Såld 20 oktober 2023",Stockholm,2 975 000 kr
83 704 kr/m²,3 995 000 kr,+525 000 kr (+13 %),Lägenhet,Bostadsrätt,2 rum,54 m²,N/A,Ja,N/A,1947,6 068 kr/år,N/A,"5 av 6, hiss finns","Lägenhet - Aspudden, Stockholms kommun - Såld 20 oktober 2023",Stockholm,4 520 000 kr
71 739 kr/m²,3 095 000 kr,+205 000 kr (+7 %),Lägenhet,Bostadsrätt,2 rum,46 m²,N/A,Ja,N/A,2019,1 800 kr/år,N/A,"6 av 7, hiss finns","Lägenhet - Centrala Sundbyberg, Sundbybergs kommun - Såld 20 oktober 2023",Stockholm,3 300 000 kr
83 500 kr/m²,7 995 000 kr,+355 000 kr (+4 %),Lägenhet,Bostadsrätt,4 rum,100 m²,11 m²,Ja,N/A,1931,13 188 kr/år,N/A,"2 av 2, hiss finns","Lägenhet - Bergshamra, Solna kommun - Såld 20 oktober 2023",Stockholm,8 350 000 kr
61 932 kr/m²,2 500 000 kr,+225 000 kr (+9 %),Lägenhet,Bostadsrätt,2 rum,44 m²,N/A,Ja,N/A,2009,5 000 kr/år,N/A,"3 av 4, hiss finns","Lägenhet - Bagarmossen, Stockholms kommun - Såld 20 oktober 2023",Stockholm,2 725 000 kr
55 072 kr/m²,3 695 000 kr,+105 000 kr (+3 %),Lägenhet,Bostadsrätt,3 rum,69 m²,N/A,Ja,N/A,N/A,5 952 kr/år,N/A,"1 av 2, hiss finns ej","Lägenhet - Centrala Huddinge, Huddinge kommun - Såld 20 oktober 2023",Stockholm,3 800 000 kr
25 113 kr/m²,1 450 000 kr,+50 000 kr (+3 %),Lägenhet,Bostadsrätt,2 rum,"59,7 m²",N/A,Ja,N/A,1965,5 304 kr/år,N/A,"1 av 3, hiss finns ej","Lägenhet - Sandkilen, Norrtälje kommun - Såld 20 oktober 2023",Stockholm,1 500 000 kr
75 000 kr/m²,2 495 000 kr,+205 000 kr (+8 %),Lägenhet,Bostadsrätt,2 rum,36 m²,N/A,Ja,N/A,2018,5 500 kr/år,N/A,"4 av 5, hiss finns","Lägenhet - Telefonplan, Stockholms kommun - Såld 20 oktober 2023",Stockholm,2 700 000 kr
30 508 kr/m²,1 695 000 kr,+105 000 kr (+6 %),Lägenhet,Bostadsrätt,2 rum,59 m²,N/A,Ja,N/A,1956,3 360 kr/år,N/A,"3 av 3, hiss finns ej","Lägenhet - Grossgärdet, Norrtälje kommun - Såld 20 oktober 2023",Stockholm,1 800 000 kr
47 619 kr/m²,2 800 000 kr,+300 000 kr (+11 %),Lägenhet,Bostadsrätt,2 rum,"65,1 m²",N/A,Ja,N/A,1996,4 500 kr/år,N/A,"5 av 6, hiss finns","Lägenhet - Häggvik, Sollentuna kommun - Såld 20 oktober 2023",Stockholm,3 100 000 kr
48 457 kr/m²,3 695 000 kr,+230 000 kr (+6 %),Lägenhet,Bostadsrätt,3 rum,81 m²,N/A,Ja,N/A,2006,6 000 kr/år,N/A,"3 av 3, hiss finns","Lägenhet - Solberga - Hägersten/Älvsjö, Stockholms kommun - Såld 20 oktober 2023",Stockholm,3 925 000 kr
21 019 kr/m²,1 550 000 kr,+100 000 kr (+6 %),Lägenhet,Bostadsrätt,3 rum,"78,5 m²",N/A,Ja,N/A,1971-1974,N/A,N/A,"4 av 7, hiss finns","Lägenhet - Botkyrka-Hallunda, Botkyrka kommun - Såld 20 oktober 2023",Stockholm,1 650 000 kr
73 611 kr/m²,2 595 000 kr,+55 000 kr (+2 %),Lägenhet,Bostadsrätt,"1,5 rum",36 m²,N/A,Nej,N/A,1932,N/A,N/A,"2 av 3, hiss finns ej","Lägenhet - Centrala Sundbyberg, Sundbybergs kommun - Såld 20 oktober 2023",Stockholm,2 650 000 kr
77 436 kr/m²,2 995 000 kr,+25 000 kr (+1 %),Lägenhet,Bostadsrätt,2 rum,39 m²,N/A,Ja,N/A,2022,4 020 kr/år,N/A,"1 av 4, hiss finns","Lägenhet - Hammarbyhöjden, Stockholms kommun - Såld 20 oktober 2023",Stockholm,3 020 000 kr
64 403 kr/m²,2 495 000 kr,+255 000 kr (+10 %),Lägenhet,Bostadsrätt,2 rum,"42,7 m²",N/A,Ja,N/A,1945,2 000 kr/år,N/A,"2 av 3, hiss finns ej","Lägenhet - Årsta, Stockholms kommun - Såld 20 oktober 2023",Stockholm,2 750 000 kr
88 372 kr/m²,7 295 000 kr,+305 000 kr (+4 %),Lägenhet,Bostadsrätt,3 rum,86 m²,N/A,Ja,N/A,1971,6 000 kr/år,N/A,"4 av 7, hiss finns","Lägenhet - Vasastan - Odenplan, Stockholms kommun - Såld 20 oktober 2023",Stockholm,7 600 000 kr
48 333 kr/m²,2 775 000 kr,+125 000 kr (+5 %),Lägenhet,Bostadsrätt,2 rum,60 m²,N/A,Ja,N/A,2010,8 736 kr/år,N/A,"2 av 4, hiss finns","Lägenhet - Silverdal, Sollentuna kommun - Såld 20 oktober 2023",Stockholm,2 900 000 kr
108 333 kr/m²,3 995 000 kr,+230 000 kr (+6 %),Lägenhet,Bostadsrätt,2 rum,39 m²,N/A,Ja,N/A,1928,3 120 kr/år,N/A,"4 av 5, hiss finns","Lägenhet - Kungsholmen, Stockholms kommun - Såld 20 oktober 2023",Stockholm,4 225 000 kr
74 603 kr/m²,6 995 000 kr,+55 000 kr (+1 %),Lägenhet,Bostadsrätt,3 rum,"94,5 m²",N/A,Ja,N/A,2002,12 396 kr/år,N/A,"2, hiss finns","Lägenhet - Kungsholmen - Fridhemsplan, Stockholms kommun - Såld 20 oktober 2023",Stockholm,7 050 000 kr
23 529 kr/m²,1 450 000 kr,+150 000 kr (+10 %),Lägenhet,Bostadsrätt,3 rum,68 m²,N/A,Ja,N/A,1991-1993,9 816 kr/år,N/A,"2 av 3, hiss finns","Lägenhet - Centrala Märsta, Sigtuna kommun - Såld 20 oktober 2023",Stockholm,1 600 000 kr
133 500 kr/m²,12 995 000 kr,+355 000 kr (+3 %),Lägenhet,Bostadsrätt,3 rum,100 m²,N/A,Ja,N/A,1889,14 400 kr/år,N/A,"5 av 5, hiss finns","Lägenhet - Vasastan, Stockholms kommun - Såld 20 oktober 2023",Stockholm,13 350 000 kr
34 483 kr/m²,1 295 000 kr,+205 000 kr (+16 %),Lägenhet,Bostadsrätt,1 rum,"43,5 m²",N/A,Ja,N/A,1987,3 000 kr/år,N/A,"5 av 5, hiss finns","Lägenhet - Tullinge, Botkyrka kommun - Såld 20 oktober 2023",Stockholm,1 500 000 kr
60 674 kr/m²,2 495 000 kr,+205 000 kr (+8 %),Lägenhet,Bostadsrätt,2 rum,"44,5 m²",N/A,Nej,N/A,1943,N/A,N/A,"3 av 3, hiss finns ej","Lägenhet - Midsommarkransen - Telefonplan, Stockholms kommun - Såld 20 oktober 2023",Stockholm,2 700 000 kr
70 805 kr/m²,5 995 000 kr,+165 000 kr (+3 %),Lägenhet,Bostadsrätt,4 rum,87 m²,N/A,Ja,N/A,2019,7 800 kr/år,N/A,"4 av 6, hiss finns","Lägenhet - Blåsut, Stockholms kommun - Såld 20 oktober 2023",Stockholm,6 160 000 kr
65 400 kr/m²,3 195 000 kr,+75 000 kr (+2 %),Lägenhet,Bostadsrätt,2 rum,50 m²,N/A,N/A,N/A,1934,N/A,N/A,"1 av 4, hiss finns ej","Lägenhet - Västra Kungsholmen - Kristineberg, Stockholms kommun - Såld 20 oktober 2023",Stockholm,3 270 000 kr
111 905 kr/m²,2 295 000 kr,+55 000 kr (+2 %),Lägenhet,Bostadsrätt,1 rum,21 m²,N/A,N/A,N/A,1927,N/A,N/A,N/A,"Lägenhet - Södermalm / Sofia, Stockholms kommun - Såld 20 oktober 2023",Stockholm,2 350 000 kr
40 948 kr/m²,1 995 000 kr,+380 000 kr (+19 %),Lägenhet,Bostadsrätt,2 rum,58 m²,N/A,Ja,N/A,1961,5 820 kr/år,N/A,"9 av 9, hiss finns","Lägenhet - Ektorp, Nacka kommun - Såld 20 oktober 2023",Stockholm,2 375 000 kr
121 795 kr/m²,4 495 000 kr,+255 000 kr (+6 %),Lägenhet,Bostadsrätt,2 rum,39 m²,N/A,Ja,N/A,1929,N/A,N/A,"2 av 5, hiss finns","Lägenhet - Vasastan - Birkastan, Stockholms kommun - Såld 20 oktober 2023",Stockholm,4 750 000 kr
109 574 kr/m²,9 995 000 kr,+305 000 kr (+3 %),Lägenhet,Bostadsrätt,3 rum,94 m²,N/A,Ja,N/A,1973,6 900 kr/år,N/A,"1 av 7, hiss finns","Lägenhet - Östermalm - Karlaplan, Stockholms kommun - Såld 20 oktober 2023",Stockholm,10 300 000 kr
59 829 kr/m²,3 295 000 kr,+205 000 kr (+6 %),Lägenhet,Bostadsrätt,2 rum,"58,5 m²",N/A,Ja,N/A,2008,N/A,N/A,"2 av 8, hiss finns","Lägenhet - Huvudsta/Västra skogen, Solna kommun - Såld 20 oktober 2023",Stockholm,3 500 000 kr
81 034 kr/m²,4 450 000 kr,+250 000 kr (+6 %),Lägenhet,Bostadsrätt,2 rum,58 m²,N/A,N/A,N/A,1946,4 800 kr/år,N/A,2 av 3,"Lägenhet - Gröndal, Stockholms kommun - Såld 20 oktober 2023",Stockholm,4 700 000 kr
57 143 kr/m²,3 895 000 kr,+105 000 kr (+3 %),Lägenhet,Bostadsrätt,2 rum,70 m²,N/A,Ja,N/A,2021,3 600 kr/år,N/A,"4 av 8, hiss finns","Lägenhet - Råsunda, Solna kommun - Såld 20 oktober 2023",Stockholm,4 000 000 kr
71 842 kr/m²,4 795 000 kr,+665 000 kr (+14 %),Lägenhet,Bostadsrätt,3 rum,76 m²,N/A,Ja,N/A,2008,6 000 kr/år,N/A,"2 av 5, hiss finns","Lägenhet - Aspudden/Örnsberg, Stockholms kommun - Såld 20 oktober 2023",Stockholm,5 460 000 kr
71 287 kr/m²,3 195 000 kr,+405 000 kr (+13 %),Lägenhet,Bostadsrätt,2 rum,"50,5 m²",N/A,Ja,N/A,1948,N/A,N/A,"3, hiss finns","Lägenhet - Råsunda, Solna kommun - Såld 20 oktober 2023",Stockholm,3 600 000 kr
54 340 kr/m²,2 495 000 kr,+385 000 kr (+15 %),Lägenhet,Bostadsrätt,2 rum,53 m²,N/A,Ja,N/A,1948,7 800 kr/år,N/A,"1 av 3, hiss finns ej","Lägenhet - Gubbängen, Stockholms kommun - Såld 20 oktober 2023",Stockholm,2 880 000 kr
120 763 kr/m²,2 495 000 kr,+355 000 kr (+14 %),Lägenhet,Bostadsrätt,1 rum,"23,6 m²",N/A,Nej,N/A,1924,5 880 kr/år,N/A,N/A,"Lägenhet - Birkastan, Stockholms kommun - Såld 20 oktober 2023",Stockholm,2 850 000 kr
55 963 kr/m²,2 950 000 kr,+100 000 kr (+3 %),Lägenhet,Bostadsrätt,2 rum,"54,5 m²",N/A,Ja,N/A,2015,8 794 kr/år,N/A,"5 av 6, hiss finns","Lägenhet - Järvastaden, Solna kommun - Såld 20 oktober 2023",Stockholm,3 050 000 kr
63 576 kr/m²,4 675 000 kr,+125 000 kr (+3 %),Lägenhet,Bostadsrätt,3 rum,"75,5 m²",N/A,Ja,N/A,N/A,5 400 kr/år,N/A,"2 av 3, hiss finns ej","Lägenhet - Årsta, Stockholms kommun - Såld 20 oktober 2023",Stockholm,4 800 000 kr
61 765 kr/m²,1 995 000 kr,+105 000 kr (+5 %),Lägenhet,Bostadsrätt,1 rum,34 m²,N/A,Nej,N/A,1972,3 900 kr/år,N/A,"2 av 4, hiss finns","Lägenhet - Karolinska, Solna kommun - Såld 20 oktober 2023",Stockholm,2 100 000 kr
95 283 kr/m²,4 995 000 kr,+55 000 kr (+1 %),Lägenhet,Bostadsrätt,"2,5 rum",53 m²,N/A,Ja,N/A,1912,N/A,N/A,"1 av 4, hiss finns ej","Lägenhet - Vasastan, Stockholms kommun - Såld 20 oktober 2023",Stockholm,5 050 000 kr
32 051 kr/m²,2 395 000 kr,+105 000 kr (+4 %),Lägenhet,Bostadsrätt,3 rum,78 m²,N/A,Ja,N/A,1971,7 056 kr/år,N/A,"2 av 7, hiss finns","Lägenhet - Älta - Stensö, Nacka kommun - Såld 20 oktober 2023",Stockholm,2 500 000 kr
39 825 kr/m²,2 095 000 kr,+175 000 kr (+8 %),Lägenhet,Bostadsrätt,2 rum,57 m²,N/A,Ja,N/A,1954,N/A,N/A,"2 av 3, hiss finns ej","Lägenhet - Bandhagen, Stockholms kommun - Såld 20 oktober 2023",Stockholm,2 270 000 kr
34 870 kr/m²,1 195 000 kr,+15 000 kr (+1 %),Lägenhet,Bostadsrätt,"1,5 rum","34,7 m²",N/A,Nej,N/A,1965,2 400 kr/år,Ja,"-2 av 5, hiss finns","Lägenhet - Järna, Södertälje kommun - Såld 20 oktober 2023",Stockholm,1 210 000 kr
74 362 kr/m²,3 395 000 kr,+100 000 kr (+3 %),Lägenhet,Bostadsrätt,2 rum,47 m²,N/A,Ja,N/A,1935,N/A,N/A,N/A,"Lägenhet - Ekhagen - Norra Djurgården, Stockholms kommun - Såld 20 oktober 2023",Stockholm,3 495 000 kr
86 220 kr/m²,9 995 000 kr,+955 000 kr (+10 %),Lägenhet,Bostadsrätt,5 rum,127 m²,N/A,Ja,N/A,1967,N/A,N/A,"5 av 5, hiss finns","Lägenhet - Södermalm, Stockholms kommun - Såld 20 oktober 2023",Stockholm,10 950 000 kr
88 235 kr/m²,5 900 000 kr,+100 000 kr (+2 %),Lägenhet,Bostadsrätt,2 rum,68 m²,N/A,Ja,N/A,1935,7 100 kr/år,N/A,"4 av 6, hiss finns","Lägenhet - Kungsholmen - Fredhäll, Stockholms kommun - Såld 20 oktober 2023",Stockholm,6 000 000 kr
40 052 kr/m²,2 995 000 kr,+85 000 kr (+3 %),Lägenhet,Bostadsrätt,3 rum,"76,9 m²",N/A,Ja,N/A,1991,4 200 kr/år,N/A,"3 av 4, hiss finns","Lägenhet - Sollentuna Centrum, Sollentuna kommun - Såld 20 oktober 2023",Stockholm,3 080 000 kr
64 706 kr/m²,2 095 000 kr,+105 000 kr (+5 %),Lägenhet,Bostadsrätt,1 rum,34 m²,N/A,Nej,N/A,1972,4 200 kr/år,N/A,"4 av 4, hiss finns","Lägenhet - Karolinska, Solna kommun - Såld 20 oktober 2023",Stockholm,2 200 000 kr
77 692 kr/m²,3 595 000 kr,+445 000 kr (+12 %),Lägenhet,Bostadsrätt,2 rum,52 m²,N/A,Nej,N/A,1958,5 297 kr/år,N/A,N/A,"Lägenhet - Gröndal, Stockholms kommun - Såld 20 oktober 2023",Stockholm,4 040 000 kr
103 226 kr/m²,5 945 000 kr,+455 000 kr (+8 %),Lägenhet,Bostadsrätt,2 rum,62 m²,N/A,N/A,N/A,1914,4 600 kr/år,N/A,"4 av 5, hiss finns","Lägenhet - Kungsholmen, Stockholms kommun - Såld 20 oktober 2023",Stockholm,6 400 000 kr
82 353 kr/m²,3 150 000 kr,+350 000 kr (+11 %),Lägenhet,Bostadsrätt,2 rum,"42,5 m²",N/A,N/A,N/A,N/A,6 500 kr/år,N/A,"2, hiss finns","Lägenhet - Södermalm - Tanto, Stockholms kommun - Såld 20 oktober 2023",Stockholm,3 500 000 kr
89 535 kr/m²,3 695 000 kr,+155 000 kr (+4 %),Lägenhet,Bostadsrätt,2 rum,43 m²,N/A,Ja,N/A,1938,N/A,N/A,"6 av 6, hiss finns","Lägenhet - Kungsholmen Lilla Essingen, Stockholms kommun - Såld 20 oktober 2023",Stockholm,3 850 000 kr
86 207 kr/m²,2 295 000 kr,+205 000 kr (+9 %),Lägenhet,Bostadsrätt,"1,5 rum",29 m²,N/A,Ja,N/A,1935,4 800 kr/år,N/A,"3 av 3, hiss finns ej","Lägenhet - Bromma - Traneberg, Stockholms kommun - Såld 20 oktober 2023",Stockholm,2 500 000 kr
52 000 kr/m²,4 595 000 kr,+345 000 kr (+8 %),Lägenhet,Bostadsrätt,4 rum,95 m²,N/A,Ja,N/A,2009,N/A,N/A,"3 av 4, hiss finns","Lägenhet - Brotorp - Järvastaden, Sundbybergs kommun - Såld 20 oktober 2023",Stockholm,4 940 000 kr
55 814 kr/m²,4 700 000 kr,+100 000 kr (+2 %),Lägenhet,Bostadsrätt,4 rum,86 m²,N/A,Ja,N/A,1959,6 500 kr/år,N/A,"7 av 9, hiss finns","Lägenhet - Näset, Lidingö kommun - Såld 20 oktober 2023",Stockholm,4 800 000 kr
80 565 kr/m²,4 850 000 kr,+145 000 kr (+3 %),Lägenhet,Bostadsrätt,2 rum,62 m²,N/A,Ja,N/A,1979-1980,N/A,N/A,"2 av 5, hiss finns","Lägenhet - Kungsholmen, Stockholms kommun - Såld 20 oktober 2023",Stockholm,4 995 000 kr
71 154 kr/m²,4 950 000 kr,+600 000 kr (+12 %),Lägenhet,Bostadsrätt,2 rum,78 m²,N/A,Ja,N/A,1993,2 400 kr/år,Ja,"1, hiss finns","Lägenhet - Södermalm, Stockholms kommun - Såld 20 oktober 2023",Stockholm,5 550 000 kr
128 788 kr/m²,8 250 000 kr,+250 000 kr (+3 %),Lägenhet,Bostadsrätt,2 rum,66 m²,N/A,Ja,N/A,1925,N/A,N/A,"5 av 5, hiss finns","Lägenhet - Östermalm, Stockholms kommun - Såld 20 oktober 2023",Stockholm,8 500 000 kr
61 261 kr/m²,3 295 000 kr,+350 000 kr (+11 %),Lägenhet,Bostadsrätt,2 rum,"59,5 m²",N/A,Ja,N/A,1957,N/A,N/A,"2, hiss finns","Lägenhet - Danderyd, Danderyds kommun - Såld 20 oktober 2023",Stockholm,3 645 000 kr
36 207 kr/m²,1 995 000 kr,+105 000 kr (+5 %),Lägenhet,Bostadsrätt,2 rum,58 m²,N/A,N/A,N/A,N/A,6 060 kr/år,N/A,N/A,"Lägenhet - Centrala Vaxholm, Vaxholms kommun - Såld 20 oktober 2023",Stockholm,2 100 000 kr
109 038 kr/m²,2 495 000 kr,+340 000 kr (+14 %),Lägenhet,Bostadsrätt,1 rum,26 m²,N/A,Nej,N/A,2018,4 320 kr/år,N/A,"4 av 5, hiss finns","Lägenhet - Södermalm, Stockholms kommun - Såld 20 oktober 2023",Stockholm,2 835 000 kr
81 061 kr/m²,2 495 000 kr,+180 000 kr (+7 %),Lägenhet,Bostadsrätt,2 rum,33 m²,N/A,Nej,N/A,1940,N/A,N/A,N/A,"Lägenhet - Midsommarkransen, Stockholms kommun - Såld 20 oktober 2023",Stockholm,2 675 000 kr
35 000 kr/m²,2 395 000 kr,+20 000 kr (+1 %),Lägenhet,Bostadsrätt,2 rum,69 m²,N/A,Ja,N/A,1976,3 000 kr/år,N/A,"1 av 1, hiss finns ej","Lägenhet - Rotebro, Sollentuna kommun - Såld 20 oktober 2023",Stockholm,2 415 000 kr
93 990 kr/m²,3 495 000 kr,+180 000 kr (+5 %),Lägenhet,Bostadsrätt,2 rum,"39,1 m²",N/A,N/A,N/A,1927,3 300 kr/år,N/A,"1,5, hiss finns","Lägenhet - Maria, Stockholms kommun - Såld 19 oktober 2023",Stockholm,3 675 000 kr
116 327 kr/m²,4 995 000 kr,+705 000 kr (+14 %),Lägenhet,Bostadsrätt,2 rum,49 m²,N/A,Nej,N/A,1912,16 331 kr/år,N/A,"5,5, hiss finns","Lägenhet - Katarina, Stockholms kommun - Såld 19 oktober 2023",Stockholm,5 700 000 kr
89 796 kr/m²,1 895 000 kr,+305 000 kr (+16 %),Lägenhet,Bostadsrätt,1 rum,"24,5 m²",N/A,N/A,N/A,1944,7 200 kr/år,N/A,"1 av 3, hiss finns ej","Lägenhet - Globen/gullmarsplan, Stockholms kommun - Såld 19 oktober 2023",Stockholm,2 200 000 kr
113 333 kr/m²,6 295 000 kr,+505 000 kr (+8 %),Lägenhet,Bostadsrätt,2 rum,60 m²,N/A,Ja,N/A,1920,7 200 kr/år,N/A,"3, hiss finns","Lägenhet - Kungsholmen, Stockholms kommun - Såld 19 oktober 2023",Stockholm,6 800 000 kr
72 235 kr/m²,5 995 000 kr,+145 000 kr (+2 %),Lägenhet,Bostadsrätt,3 rum,85 m²,N/A,Ja,N/A,2019,7 040 kr/år,N/A,"4 av 7, hiss finns","Lägenhet - Liljeholmskajen, Stockholms kommun - Såld 19 oktober 2023",Stockholm,6 140 000 kr
53 645 kr/m²,2 750 000 kr,+120 000 kr (+4 %),Lägenhet,Bostadsrätt,2 rum,"53,5 m²",N/A,Ja,N/A,1945,N/A,N/A,"2 av 3, hiss finns ej","Lägenhet - Bromma – Traneberg, Stockholms kommun - Såld 19 oktober 2023",Stockholm,2 870 000 kr
100 373 kr/m²,6 495 000 kr,+230 000 kr (+4 %),Lägenhet,Bostadsrätt,2 rum,67 m²,N/A,N/A,N/A,N/A,5 735 kr/år,N/A,"2 av 5, hiss finns","Lägenhet - Östermalm, Stockholms kommun - Såld 19 oktober 2023",Stockholm,6 725 000 kr
41 772 kr/m²,1 595 000 kr,+55 000 kr (+3 %),Lägenhet,Bostadsrätt,"1,5 rum","39,5 m²",N/A,Ja,N/A,1964,N/A,N/A,"7, hiss finns","Lägenhet - Kallhäll, Järfälla kommun - Såld 19 oktober 2023",Stockholm,1 650 000 kr
22 059 kr/m²,1 395 000 kr,+105 000 kr (+8 %),Lägenhet,Bostadsrätt,3 rum,68 m²,N/A,Ja,N/A,1960,6 240 kr/år,N/A,"3 av 3, hiss finns ej","Lägenhet - Brunnsäng, Södertälje kommun - Såld 19 oktober 2023",Stockholm,1 500 000 kr
106 545 kr/m²,5 495 000 kr,+365 000 kr (+7 %),Lägenhet,Bostadsrätt,3 rum,55 m²,N/A,N/A,N/A,1932,1 200 kr/år,N/A,"1 av 5, hiss finns","Lägenhet - Östermalm / Nedre Gärdet, Stockholms kommun - Såld 19 oktober 2023",Stockholm,5 860 000 kr
35 714 kr/m²,2 495 000 kr,+255 000 kr (+10 %),Lägenhet,Bostadsrätt,3 rum,77 m²,N/A,Ja,N/A,1958,6 016 kr/år,N/A,"6 av 7, hiss finns","Lägenhet - Farsta, Stockholms kommun - Såld 19 oktober 2023",Stockholm,2 750 000 kr
38 710 kr/m²,2 195 000 kr,+205 000 kr (+9 %),Lägenhet,Bostadsrätt,2 rum,62 m²,N/A,Ja,N/A,2015,7 200 kr/år,N/A,"4 av 4, hiss finns","Lägenhet - Åkersberga Centralt, Österåkers kommun - Såld 19 oktober 2023",Stockholm,2 400 000 kr
74 658 kr/m²,5 395 000 kr,+55 000 kr (+1 %),Lägenhet,Bostadsrätt,3 rum,73 m²,N/A,Ja,N/A,1987,9 240 kr/år,N/A,"3 av 6, hiss finns","Lägenhet - Maria, Stockholms kommun - Såld 19 oktober 2023",Stockholm,5 450 000 kr
51 765 kr/m²,1 975 000 kr,+225 000 kr (+11 %),Lägenhet,Bostadsrätt,"1,5 rum","42,5 m²",N/A,N/A,N/A,1953,3 890 kr/år,N/A,"9 av 10, hiss finns","Lägenhet - Bandhagen, Stockholms kommun - Såld 19 oktober 2023",Stockholm,2 200 000 kr
27 119 kr/m²,1 495 000 kr,+105 000 kr (+7 %),Lägenhet,Bostadsrätt,2 rum,59 m²,N/A,Ja,N/A,1953,6 060 kr/år,N/A,"1 av 3, hiss finns ej","Lägenhet - Norrtälje stad - Grossgärdet, Norrtälje kommun - Såld 19 oktober 2023",Stockholm,1 600 000 kr
123 288 kr/m²,8 750 000 kr,+250 000 kr (+3 %),Lägenhet,Bostadsrätt,3 rum,73 m²,N/A,Ja,N/A,1942,12 564 kr/år,N/A,"4 av 6, hiss finns","Lägenhet - Östermalm, Stockholms kommun - Såld 19 oktober 2023",Stockholm,9 000 000 kr
52 374 kr/m²,3 450 000 kr,+190 000 kr (+6 %),Lägenhet,Bostadsrätt,3 rum,"69,5 m²",N/A,Ja,N/A,1962,8 500 kr/år,N/A,"9 av 11, hiss finns","Lägenhet - Skärsätra, Lidingö kommun - Såld 19 oktober 2023",Stockholm,3 640 000 kr
62 679 kr/m²,3 250 000 kr,+260 000 kr (+8 %),Lägenhet,Bostadsrätt,2 rum,56 m²,N/A,Ja,N/A,1974,7 056 kr/år,N/A,"4, hiss finns","Lägenhet - Huvudsta, Solna kommun - Såld 19 oktober 2023",Stockholm,3 510 000 kr
92 128 kr/m²,8 500 000 kr,+160 000 kr (+2 %),Lägenhet,Bostadsrätt,3 rum,94 m²,N/A,Ja,N/A,1975,7 200 kr/år,N/A,"5 av 7, hiss finns","Lägenhet - Kungsholmen, Stockholms kommun - Såld 19 oktober 2023",Stockholm,8 660 000 kr
37 903 kr/m²,2 295 000 kr,+55 000 kr (+2 %),Lägenhet,Bostadsrätt,3 rum,62 m²,N/A,N/A,N/A,1958,4 800 kr/år,N/A,1 av 4,"Lägenhet - Hässelby Strand, Stockholms kommun - Såld 19 oktober 2023",Stockholm,2 350 000 kr
103 395 kr/m²,4 995 000 kr,+30 000 kr (+1 %),Lägenhet,Bostadsrätt,2 rum,"48,6 m²",N/A,Ja,N/A,1963,9 840 kr/år,N/A,"1 av 6, hiss finns","Lägenhet - Kungsholmen, Stockholms kommun - Såld 19 oktober 2023",Stockholm,5 025 000 kr
81 111 kr/m²,3 495 000 kr,+155 000 kr (+4 %),Lägenhet,Bostadsrätt,2 rum,45 m²,N/A,Ja,N/A,2018,N/A,N/A,"7 av 7, hiss finns","Lägenhet - Lilla Alby, Sundbybergs kommun - Såld 19 oktober 2023",Stockholm,3 650 000 kr
53 846 kr/m²,1 995 000 kr,+105 000 kr (+5 %),Lägenhet,Bostadsrätt,1 rum,39 m²,N/A,Ja,N/A,1958,N/A,N/A,"2 av 2, hiss finns ej","Lägenhet - Farsta, Stockholms kommun - Såld 19 oktober 2023",Stockholm,2 100 000 kr
120 263 kr/m²,3 950 000 kr,+620 000 kr (+16 %),Lägenhet,Bostadsrätt,2 rum,38 m²,N/A,Ja,N/A,1930,N/A,N/A,"4 av 5, hiss finns","Lägenhet - Södermalm Högalid, Stockholms kommun - Såld 19 oktober 2023",Stockholm,4 570 000 kr
